cond,id,age,thetaBB,likBB,Gamenr_n
4,105,2,0.366293,84.40181686,267
4,105,2,0.421469318,82.72847578,268
4,105,2,0.608816185,115.6220076,269
4,105,2,0.249813382,53.20819794,270
4,105,2,0.003,105.0026235,271
4,105,2,0.85329216,123.9197016,272
4,106,2,0.734449425,124.6704074,273
4,106,2,0.900599087,126.40069,274
4,106,2,0.663623377,116.7480627,275
4,106,2,0.46585557,94.17217383,276
4,106,2,0.003,72.25560662,277
4,106,2,0.010732457,27.4644432,278
4,106,2,0.381732012,74.94503699,279
4,106,2,0.412895675,90.89920102,280
4,107,2,1.150794517,131.4401617,281
4,107,2,1.268021148,131.8384112,282
4,107,2,0.823470332,123.6204985,283
4,107,2,2.712318293,137.4740437,284
4,107,2,1.29219,132.1524218,285
4,107,2,17.51177497,138.6036899,286
4,107,2,1.123178253,129.7767405,287
4,107,2,1.718184525,135.449599,288
4,108,2,4.16683242,138.0895228,289
4,108,2,1.810541121,135.361404,290
4,108,2,30,138.6295363,291
4,108,2,0.664167459,132.3688183,292
4,108,2,30,138.7226916,293
4,108,2,0.003,1.386294361,294
4,108,2,0.003,64.98505964,295
4,108,2,30,139.0543168,296
4,109,2,0.255978152,61.07746782,297
4,109,2,0.360366081,76.38687117,298
4,109,2,0.003,107.0284957,299
4,109,2,0.408093228,83.40562972,300
4,109,2,0.506748404,111.6766253,301
4,109,2,0.689580524,116.9271886,302
4,109,2,0.509667942,98.32472932,303
4,109,2,1.276389123,132.6253286,304
4,110,2,2.143054643,137.5982326,305
4,110,2,0.467032905,115.7333332,306
4,110,2,1.069623172,134.7630702,307
4,110,2,0.692234432,131.3808486,308
4,110,2,0.917708046,129.027829,309
4,110,2,0.33819108,105.3427618,310
4,110,2,0.347134242,68.82206767,311
4,110,2,0.753462064,127.4443082,312
4,111,2,1.895406041,136.018558,313
4,111,2,1.069779271,129.1964833,314
4,111,2,0.9151162,126.5272458,315
4,111,2,2.097966761,136.2271203,316
4,111,2,0.995108714,129.1588889,317
4,111,2,0.68732189,116.9019397,318
4,111,2,0.767269272,118.8755532,319
4,111,2,0.61597634,112.993332,320
4,112,2,3.091359832,137.7208531,321
4,112,2,1.968245014,136.1355053,322
4,112,2,8.886101021,138.5129839,323
4,112,2,3.567491136,137.8172085,324
4,112,2,5.110099718,138.3160215,325
4,112,2,26.67335759,138.6163261,326
4,112,2,3.083597978,137.6680449,327
4,112,2,30,138.7282389,328
4,113,2,0.656119449,115.1874454,329
4,113,2,30,138.7155229,330
4,113,2,1.832730104,135.8258222,331
4,113,2,1.733144547,135.2600423,332
4,113,2,30,138.8297727,333
4,113,2,30,138.715192,334
4,113,2,30,138.8523887,335
4,113,2,0.42539055,97.09483922,336
4,114,2,30,138.6973481,337
4,114,2,30,138.645612,338
4,114,2,30,138.6728679,339
4,114,2,4.046817818,138.084828,340
4,114,2,2.789617206,137.354878,341
4,114,2,30,138.7953895,342
4,114,2,0.478638143,99.5426858,343
4,114,2,0.506468138,113.6286653,344
4,115,2,0.632229323,115.0011127,345
4,115,2,0.457113826,95.87257636,346
4,115,2,0.255868258,46.67346113,347
4,115,2,0.005276562,40.09521939,348
4,115,2,0.187084346,105.6223589,349
4,115,2,0.36142358,82.24049375,350
4,115,2,0.346742164,89.481467,351
4,115,2,0.209823864,103.7566134,352
4,116,2,6.382024306,138.4318109,353
4,116,2,0.656421175,114.4181671,354
4,116,2,1.937914386,136.4168192,355
4,116,2,2.544229694,137.2623634,356
4,116,2,2.120168291,136.7850704,357
4,116,2,30,138.6216951,358
4,116,2,1.42073536,134.6038397,359
4,116,2,26.63836635,138.6193215,360
4,117,2,2.534796166,137.0827257,361
4,117,2,30,138.7862745,362
4,117,2,5.372800881,138.3785823,363
4,117,2,30,139.0018465,364
4,117,2,30,138.9251519,365
4,117,2,27.38437095,138.6401922,366
4,117,2,30,138.6781426,367
4,117,2,30,138.7024965,368
4,118,2,30,138.8165694,369
4,118,2,3.134040831,137.7872291,370
4,118,2,1.283498464,132.4002614,371
4,118,2,0.567273216,112.1449067,372
4,118,2,30,138.6858269,373
4,118,2,1.111039793,131.0412014,374
4,118,2,30,138.8043945,375
4,118,2,1.465721728,134.0842964,376
4,119,2,1.766656649,135.8613809,377
4,119,2,5.473674897,138.3271065,378
4,119,2,1.963302726,136.2019612,379
4,119,2,30,138.7299108,380
4,119,2,5.436896713,138.3361077,381
4,119,2,0.769319632,123.1970123,382
4,119,2,0.756885487,119.3979856,383
4,119,2,30,138.6967092,384
4,120,2,30,138.8081109,385
4,120,2,1.084865783,130.0855539,386
4,120,2,30,138.767989,387
4,120,2,1.037933341,132.3639396,388
4,120,2,0.91510566,130.6923217,389
4,120,2,0.379341345,80.44607166,390
4,120,2,0.522800974,114.4564147,391
4,120,2,0.918487602,129.1369578,392
4,121,2,1.016833476,131.4308418,393
4,121,2,1.366137498,133.662579,394
4,121,2,0.377411268,77.30195099,395
4,121,2,0.003,101.8435649,396
4,121,2,0.4226759,100.2278565,397
4,121,2,0.003,58.63703105,398
4,121,2,0.003,100.117474,399
4,121,2,0.40693206,95.0161149,400
4,122,2,30,138.6822183,401
4,122,2,30,138.6247174,402
4,122,2,30,138.6667339,403
4,122,2,5.341084392,138.2813308,404
4,122,2,4.338506401,138.1029096,405
4,122,2,1.712361106,135.3383246,406
4,122,2,1.221801793,131.4083379,407
4,122,2,5.223266064,138.3372319,408
4,123,2,2.98869747,137.521934,409
4,123,2,0.993379221,127.9992486,410
4,123,2,0.944804485,126.5175699,411
4,123,2,2.051875288,136.192132,412
4,123,2,1.713489766,135.134293,413
4,123,2,0.003,441.8990826,414
4,123,2,1.486529768,133.7356196,415
4,123,2,1.43586263,133.4686791,416
4,124,2,0.771016696,120.6016639,417
4,124,2,0.599609675,108.3330793,418
4,124,2,0.22313084,29.36648077,419
4,124,2,0.784757554,123.0549237,420
4,124,2,0.692967284,117.0461767,421
4,124,2,0.003,99.19348056,422
4,124,2,0.39618121,87.69218594,423
4,124,2,0.003,121.3030818,424
4,125,2,0.568294332,118.6519736,425
4,125,2,30,138.8244534,426
4,125,2,1.287083216,133.1171763,427
4,125,2,2.14145151,136.4825319,428
4,125,2,7.190202928,138.4645335,429
4,125,2,1.242113272,132.6579551,430
4,125,2,30,138.6319902,431
4,125,2,2.63202279,137.3208968,432
4,126,2,0.490420639,113.5362466,433
4,126,2,30,138.6659856,434
4,126,2,0.003,79.3974746,435
4,126,2,0.246257996,47.59742934,436
4,126,2,0.003,86.13893978,437
4,126,2,0.003,37.98158782,438
4,126,2,0.003,44.8247869,439
4,126,2,0.626822315,122.7330794,440
4,127,2,1.115124685,130.9029581,441
4,127,2,0.616749994,111.6662663,442
4,127,2,0.003,72.42189672,443
4,127,2,0.003,121.533887,444
4,127,2,0.702017254,122.1095812,445
4,127,2,1.395759694,133.4418002,446
4,127,2,3.702672203,138.0379992,447
4,127,2,1.053540217,129.2829852,448
4,128,2,2.104207736,137.0097885,449
4,128,2,29.86894872,138.6210679,450
4,128,2,30,138.8852517,451
4,128,2,30,138.7440653,452
4,128,2,29.34247498,138.6209931,453
4,128,2,1.079092113,130.761057,454
4,128,2,8.198895056,138.5051096,455
4,128,2,1.678235189,135.2443451,456
4,129,2,1.775545438,135.2704153,457
4,129,2,2.362582492,137.0077463,458
4,129,2,1.293586369,132.9812454,459
4,129,2,25.31831182,138.6123125,460
4,129,2,30,138.6817403,461
4,129,2,30,138.5958527,462
4,129,2,30,138.7016568,463
4,129,2,2.036551934,136.8719838,464
4,130,2,1.176177949,134.4113177,465
4,130,2,0.647558018,120.7702427,466
4,130,2,0.477260475,98.46550344,467
4,130,2,0.072478828,29.6261419,468
4,130,2,30,138.6247259,469
4,130,2,30,138.8605687,470
4,130,2,0.16560888,23.83866056,471
4,130,2,0.955548779,132.5989714,472
4,131,2,1.047649361,128.9725933,473
4,131,2,0.396638597,76.31255569,474
4,131,2,0.366138206,81.78529118,475
4,131,2,0.621348117,112.6565383,476
4,131,2,0.595297881,118.5971915,477
4,131,2,0.003,106.991318,478
4,131,2,0.438241152,86.6789801,479
4,131,2,0.97043789,128.604964,480
4,132,2,30,138.6637567,481
4,132,2,30,138.7328759,482
4,132,2,30,138.7953814,483
4,132,2,30,138.6456123,484
4,132,2,30,138.6809379,485
4,132,2,30,138.7232415,486
4,132,2,30,138.7792197,487
4,132,2,5.723939094,138.3557434,488
