cond,id,age,thetaBB,likBB,Gamenr_n
8,105,2,0.297784235,146.0300691,271
8,105,2,0.323437727,166.1643908,272
8,106,2,1.197728087,206.178349,273
8,106,2,0.212715619,128.0564403,274
8,106,2,28.5746217,207.9510463,275
8,106,2,0.626435581,190.1981542,276
8,106,2,0.362041538,169.9570467,277
8,106,2,0.344070155,165.3534148,278
8,106,2,0.331141478,160.8973883,279
8,106,2,0.275541659,139.5910502,280
8,107,2,0.887930674,199.6785007,281
8,107,2,0.665629097,188.568168,282
8,107,2,0.591427971,189.1433951,283
8,107,2,0.641561974,188.6361039,284
8,107,2,0.753709797,194.5388244,285
8,107,2,0.690759173,191.7867916,286
8,107,2,0.946059477,200.1105438,287
8,107,2,1.694675244,205.9858338,288
8,108,2,1.070864903,201.5509291,289
8,108,2,1.617134201,205.2073941,290
8,108,2,3.792188741,207.6745372,291
8,108,2,0.848736502,198.5718048,292
8,108,2,0.029532483,123.5397284,293
8,108,2,0.355073154,187.755672,294
8,108,2,0.016475774,65.35532384,295
8,108,2,28.3358704,207.9498026,296
8,109,2,0.007336548,126.4570954,297
8,109,2,0.363732391,176.0983258,298
8,109,2,0.003,148.3241365,299
8,109,2,0.003,203.1314031,300
8,109,2,0.341618226,159.4985142,301
8,109,2,0.476961999,177.727275,302
8,109,2,0.603958287,184.3295321,303
8,109,2,1.095005823,202.021959,304
8,110,2,1.609908172,205.3005256,305
8,110,2,1.163624528,203.4365075,306
8,110,2,30,208.1512276,307
8,110,2,30,208.0339843,308
8,110,2,2.360695035,207.2223242,309
8,110,2,30,208.0579798,310
8,110,2,1.20711515,206.1824414,311
8,110,2,0.508368803,186.4030776,312
8,111,2,0.568852057,178.4132035,313
8,111,2,0.554261983,187.6516339,314
8,111,2,0.452801592,183.0000034,315
8,111,2,0.38144582,163.6577513,316
8,111,2,0.498902571,187.6293557,317
8,111,2,0.381886219,160.9808477,318
8,111,2,0.424296486,174.1018198,319
8,111,2,0.368699391,158.9223382,320
8,112,2,0.807161588,198.3983948,321
8,112,2,2.361342888,206.634606,322
8,112,2,2.055737013,206.3679379,323
8,112,2,3.904864384,207.5635308,324
8,112,2,7.264766974,207.8494597,325
8,112,2,2.641764984,207.0038904,326
8,112,2,6.252711473,207.8137236,327
8,112,2,20.22875706,207.9193438,328
8,113,2,0.568025603,199.5812375,329
8,113,2,0.631486778,201.6170115,330
8,113,2,0.822742565,196.0304009,331
8,113,2,0.550047057,177.8676161,332
8,113,2,1.434917689,205.0709258,333
8,113,2,1.522992961,205.1384713,334
8,113,2,0.49653629,180.7500704,335
8,113,2,0.381681131,166.0510929,336
8,114,2,2.091245104,206.6149101,337
8,114,2,30,207.9970945,338
8,114,2,1.034252118,200.71541,339
8,114,2,30,208.0314591,340
8,114,2,30,208.0008434,341
8,114,2,17.42481706,207.9272057,342
8,114,2,30,208.0987651,343
8,114,2,0.353817667,184.4097309,344
8,115,2,30,208.029403,345
8,115,2,0.303588992,174.3912326,346
8,115,2,0.45196116,202.2555685,347
8,115,2,0.022303757,106.1050838,348
8,115,2,0.325855851,200.0473363,349
8,115,2,0.232187608,138.2123657,350
8,115,2,0.372509173,181.2588673,351
8,115,2,0.298026257,156.876024,352
8,116,2,1.296532333,204.0428271,353
8,116,2,1.711104053,205.6276923,354
8,116,2,1.177575117,205.4505094,355
8,116,2,1.092273254,202.8121472,356
8,116,2,3.965968365,207.6387857,357
8,116,2,1.128329986,202.4818686,358
8,116,2,0.520293286,190.3140638,359
8,116,2,0.973635647,202.3722176,360
8,117,2,30,208.0045597,361
8,117,2,1.245631834,203.2755897,362
8,117,2,4.425996942,207.6342194,363
8,117,2,3.437270326,207.3603826,364
8,117,2,30,207.9975892,365
8,117,2,9.131279442,207.8784766,366
8,117,2,30,207.9975923,367
8,117,2,29.82249396,207.9317527,368
8,118,2,1.06697179,203.8500339,369
8,118,2,0.897498116,198.6295644,370
8,118,2,1.280902844,203.0140911,371
8,118,2,0.84832286,198.9492985,372
8,118,2,1.012486479,204.7942416,373
8,118,2,1.169931066,204.089841,374
8,118,2,1.081260409,200.8488892,375
8,118,2,1.323451091,203.734244,376
8,119,2,1.406602945,204.324284,377
8,119,2,30,207.9891882,378
8,119,2,30,207.9947332,379
8,119,2,1.680472441,206.2254481,380
8,119,2,1.581186166,206.2989879,381
8,119,2,30,208.2774896,382
8,119,2,30,208.3096945,383
8,119,2,30,208.1344364,384
8,120,2,30,208.0607065,385
8,120,2,30,208.0836297,386
8,120,2,0.338211675,135.8302321,387
8,120,2,0.521437045,201.6195109,388
8,120,2,0.596876739,201.4571763,389
8,120,2,0.443280794,199.6817029,390
8,120,2,0.674295369,195.5227706,391
8,120,2,1.22808255,205.4623791,392
8,121,2,0.26262007,139.7185038,393
8,121,2,0.367660975,164.1839793,394
8,121,2,1.316720601,204.5468951,395
8,121,2,0.003,209.5283799,396
8,121,2,0.500156428,189.7151984,397
8,121,2,0.334665091,183.3849485,398
8,121,2,0.225016424,137.6597348,399
8,121,2,0.27583122,168.8444617,400
8,122,2,8.0516252,207.8797477,401
8,122,2,17.61328541,207.9360774,402
8,122,2,1.430979742,204.59703,403
8,122,2,3.484247102,207.4753026,404
8,122,2,0.800760843,197.9590737,405
8,122,2,1.308362643,204.437405,406
8,122,2,0.967703389,199.9083016,407
8,122,2,0.851923355,198.3568081,408
8,123,2,0.535597412,174.6292747,409
8,123,2,0.732283612,191.9112325,410
8,123,2,0.942861692,199.4204598,411
8,123,2,2.949489317,207.3105959,412
8,123,2,0.936686851,199.099931,413
8,123,2,1.361824645,204.1900105,414
8,123,2,0.857389259,197.7640951,415
8,123,2,1.033659621,201.4186418,416
8,124,2,0.451483018,163.2139915,417
8,124,2,0.516957959,171.8141413,418
8,124,2,0.397579321,153.2094316,419
8,124,2,0.338290123,140.624718,420
8,124,2,0.741020383,196.0353136,421
8,124,2,0.339233802,139.8925187,422
8,124,2,0.267478334,136.9865175,423
8,124,2,0.371748748,155.6149199,424
8,125,2,0.770935982,195.9768097,425
8,125,2,1.28889711,204.7257649,426
8,125,2,1.292375955,204.5068254,427
8,125,2,1.355901616,204.6191287,428
8,125,2,0.935873893,201.6261837,429
8,125,2,0.957647622,199.9663971,430
8,125,2,0.901083209,199.3585374,431
8,125,2,0.955220624,199.9817339,432
8,126,2,0.463542789,195.5439975,433
8,126,2,30,208.2968156,434
8,126,2,0.008962881,87.53655707,435
8,126,2,0.046111489,79.13636018,436
8,126,2,0.003,190.6388001,437
8,126,2,30,208.0160818,438
8,126,2,0.053913703,154.046681,439
8,126,2,0.078096826,170.3670253,440
8,127,2,0.372172551,144.453015,441
8,127,2,0.003,197.6312999,442
8,127,2,30,208.0115079,443
8,127,2,0.369085409,145.1006471,444
8,127,2,1.924534135,205.6738682,445
8,127,2,1.119232349,203.5412662,446
8,127,2,30,208.1530088,447
8,127,2,27.73149496,207.9428426,448
8,128,2,0.361789251,168.9459119,449
8,128,2,2.375234523,206.9055394,450
8,128,2,0.684954924,196.9198993,451
8,128,2,23.93094698,207.9365382,452
8,128,2,5.055094374,207.7868259,453
8,128,2,1.873450734,206.8707162,454
8,128,2,0.477055664,179.881403,455
8,128,2,30,208.0612434,456
8,129,2,1.392115835,205.0889029,457
8,129,2,1.112179417,202.1260489,458
8,129,2,17.72227105,207.9372703,459
8,129,2,30,208.0508468,460
8,129,2,1.186561481,203.2882179,461
8,129,2,30,208.0475334,462
8,129,2,30,208.0811375,463
8,129,2,30,207.9675132,464
8,130,2,0.742199611,204.5223985,465
8,130,2,23.87206415,207.9351246,466
8,130,2,0.365377239,160.3367003,467
8,130,2,0.380692316,164.3350712,468
8,130,2,0.547404872,190.8510226,469
8,130,2,0.306951225,150.6186585,470
8,130,2,0.007996499,125.1154204,471
8,130,2,0.716718666,194.8975839,472
8,131,2,0.365633718,148.5311796,473
8,131,2,0.489459072,177.715638,474
8,131,2,1.006622241,203.256237,475
8,131,2,0.364595474,158.6996557,476
8,131,2,0.471374277,187.3982267,477
8,131,2,0.481411689,182.4685355,478
8,131,2,0.349590734,183.4360192,479
8,131,2,0.300282263,147.9132603,480
8,132,2,1.521258133,205.925067,481
8,132,2,30,207.9817846,482
8,132,2,30,207.983821,483
8,132,2,30,207.9907829,484
8,132,2,30,208.0182734,485
8,132,2,30,208.0492791,486
8,132,2,30,208.0895262,487
8,132,2,30,207.9718665,488
